TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,CFID,CFPARAMS,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS,PLAYOFF_RANKING,SEASON,UNIQUE_ID
1610612750,Minnesota Timberwolves,82,51,31,0.622,51.6,41.3,88.6,0.466,3.9,10.5,0.368,18.3,23.8,0.77,12.5,34.0,46.5,26.9,14.6,7.2,5.6,5.3,22.2,0.1,104.8,2.2,10,Minnesota Timberwolves,39.1,89.5,0.437,6.1,17.7,0.347,18.1,24.1,0.752,12.7,31.8,44.5,24.4,14.5,7.4,5.3,5.6,22.0,22.2,102.5,1,2002-03,1610612750200203
1610612756,Phoenix Suns,82,44,38,0.537,51.9,39.3,88.7,0.443,5.2,15.0,0.343,18.7,25.2,0.742,13.7,31.9,45.7,22.5,15.8,8.7,5.3,5.9,23.6,0.1,102.6,1.2,10,Phoenix Suns,38.1,87.2,0.438,5.7,17.8,0.32,19.4,25.3,0.766,13.5,32.6,46.1,23.9,17.1,8.4,5.9,5.3,23.1,23.6,101.4,1,2002-03,1610612756200203
1610612757,Portland Trail Blazers,82,50,32,0.61,53.0,39.9,86.7,0.46,5.1,15.4,0.33,19.4,26.0,0.745,13.3,31.8,45.0,24.8,16.7,9.7,4.2,5.2,21.8,0.1,104.2,2.9,10,Portland Trail Blazers,39.3,87.4,0.45,5.9,17.2,0.341,16.9,22.2,0.764,12.2,30.6,42.8,24.9,17.0,9.1,5.2,4.2,22.3,21.8,101.4,1,2002-03,1610612757200203
1610612753,Orlando Magic,82,42,40,0.512,50.9,37.8,86.8,0.436,7.3,20.4,0.357,20.7,26.7,0.777,12.3,30.7,43.0,21.5,15.1,8.9,3.9,5.3,24.2,0.1,103.7,0.1,10,Orlando Magic,38.6,84.8,0.455,5.2,15.6,0.334,21.2,27.6,0.767,12.5,33.3,45.8,23.6,17.2,8.3,5.3,3.9,23.4,24.2,103.6,1,2002-03,1610612753200203
1610612740,New Orleans Hornets,82,47,35,0.573,52.9,38.7,89.0,0.435,5.4,14.3,0.376,19.5,25.4,0.768,14.6,32.9,47.5,24.0,16.1,8.7,5.2,5.7,23.5,0.1,102.4,2.3,10,New Orleans Hornets,38.0,86.7,0.438,4.5,13.3,0.338,19.6,25.6,0.766,12.1,31.5,43.6,21.7,15.9,8.6,5.7,5.2,23.3,23.5,100.1,1,2002-03,1610612740200203
1610612761,Toronto Raptors,82,24,58,0.293,52.8,37.9,88.8,0.427,5.4,15.9,0.343,18.0,25.0,0.718,13.6,31.4,45.0,21.1,15.7,8.1,5.2,5.4,23.5,0.1,99.3,-6.4,10,Toronto Raptors,40.5,87.8,0.461,4.9,13.1,0.375,19.8,26.2,0.759,13.0,34.6,47.6,23.0,15.0,8.0,5.4,5.2,22.7,23.5,105.7,0,2002-03,1610612761200203
1610612752,New York Knicks,82,37,45,0.451,52.2,39.0,88.4,0.441,8.0,20.8,0.383,17.3,21.3,0.815,11.1,31.2,42.3,23.6,15.1,7.6,3.4,4.0,24.8,0.1,103.3,-1.5,10,New York Knicks,38.9,85.1,0.457,4.7,13.8,0.34,22.2,28.8,0.771,12.3,34.3,46.6,22.8,15.5,8.2,4.0,3.4,21.4,24.8,104.7,0,2002-03,1610612752200203
1610612748,Miami Heat,82,25,57,0.305,53.9,36.6,88.6,0.412,4.7,15.0,0.316,17.6,23.0,0.765,12.9,33.5,46.4,20.4,15.9,8.1,4.4,5.9,25.2,0.1,95.4,-5.6,10,Miami Heat,36.9,84.4,0.437,5.5,15.6,0.353,21.7,29.0,0.751,11.9,35.2,47.0,20.2,16.0,8.5,5.9,4.4,22.7,25.2,101.0,0,2002-03,1610612748200203
1610612763,Memphis Grizzlies,82,28,54,0.341,51.0,39.0,86.3,0.452,6.0,16.4,0.365,18.3,24.8,0.739,12.1,31.6,43.6,24.2,16.2,8.3,6.4,5.5,21.5,0.0,102.3,-3.4,10,Memphis Grizzlies,41.3,89.7,0.46,5.5,15.2,0.363,17.7,23.3,0.759,14.4,32.7,47.1,25.5,15.5,9.1,5.5,6.4,22.8,21.5,105.7,0,2002-03,1610612763200203
1610612746,Los Angeles Clippers,82,27,55,0.329,51.9,37.2,85.2,0.437,5.1,15.5,0.331,21.5,28.6,0.75,13.2,32.3,45.6,21.1,17.0,7.5,6.1,5.5,23.4,0.0,101.1,-4.4,10,Los Angeles Clippers,39.9,89.2,0.447,6.0,16.3,0.365,19.8,25.6,0.774,13.7,32.3,46.1,24.2,15.1,8.6,5.5,6.1,24.2,23.4,105.5,0,2002-03,1610612746200203
1610612743,Denver Nuggets,82,17,65,0.207,52.1,35.5,86.5,0.411,3.0,10.9,0.278,17.1,24.4,0.699,14.7,31.2,45.9,23.0,20.0,9.4,5.6,7.1,27.2,0.1,91.2,-9.0,10,Denver Nuggets,35.6,80.4,0.443,5.5,15.0,0.37,23.4,30.9,0.757,11.4,32.3,43.7,23.3,18.6,9.8,7.1,5.6,23.6,27.2,100.2,0,2002-03,1610612743200203
1610612739,Cleveland Cavaliers,82,17,65,0.207,50.4,36.2,85.7,0.422,3.7,11.4,0.327,19.1,25.6,0.747,14.2,32.3,46.5,21.8,19.1,8.1,6.6,6.3,23.7,0.1,95.2,-10.0,10,Cleveland Cavaliers,39.0,86.2,0.453,5.4,15.2,0.358,21.8,28.2,0.772,11.8,31.7,43.5,25.1,14.8,10.2,6.3,6.6,21.7,23.7,105.3,0,2002-03,1610612739200203
1610612764,Washington Wizards,82,37,45,0.451,53.7,38.1,86.5,0.44,3.4,11.0,0.312,21.9,28.1,0.779,12.4,32.4,44.8,21.8,14.8,8.4,5.3,4.8,22.2,0.0,101.5,-1.1,10,Washington Wizards,38.9,88.1,0.442,6.1,16.8,0.362,18.7,24.2,0.771,12.8,33.1,46.0,24.0,15.8,8.3,4.8,5.3,24.4,22.2,102.6,0,2002-03,1610612764200203
1610612747,Los Angeles Lakers,82,56,26,0.683,51.4,39.2,86.4,0.454,4.7,14.4,0.327,21.1,30.4,0.693,13.0,32.8,45.7,25.2,14.6,8.8,4.9,4.0,22.4,0.1,104.2,4.1,10,Los Angeles Lakers,37.8,85.9,0.44,5.4,16.1,0.337,19.0,25.4,0.749,11.9,33.1,45.0,22.1,16.2,8.0,4.0,4.9,26.2,22.4,100.0,4,2003-04,1610612747200304
1610612754,Indiana Pacers,82,61,21,0.744,54.2,37.7,86.5,0.435,6.1,17.5,0.351,21.0,27.5,0.764,13.2,33.5,46.7,24.3,16.2,9.9,5.6,7.0,23.4,0.1,102.5,6.5,10,Indiana Pacers,36.5,84.5,0.432,4.5,13.9,0.324,18.5,24.6,0.75,11.9,33.1,45.0,22.6,17.8,8.0,7.0,5.6,24.5,23.4,96.0,3,2003-04,1610612754200304
1610612759,San Antonio Spurs,82,57,25,0.695,53.2,38.3,86.6,0.442,5.5,15.3,0.358,19.0,27.9,0.681,13.9,35.9,49.8,22.6,16.2,8.9,7.2,5.1,22.4,0.0,101.0,8.0,10,San Antonio Spurs,35.2,86.0,0.409,4.2,12.8,0.327,18.5,24.8,0.744,12.2,33.1,45.3,19.1,16.9,8.5,5.1,7.2,24.7,22.4,93.0,2,2003-04,1610612759200304
1610612758,Sacramento Kings,82,55,27,0.671,50.9,40.0,86.4,0.462,7.7,19.3,0.401,20.9,26.3,0.795,11.4,32.1,43.5,27.7,14.6,9.1,4.2,5.3,20.4,0.1,108.6,5.3,10,Sacramento Kings,40.4,89.1,0.454,5.3,15.5,0.339,17.2,22.9,0.749,13.9,32.5,46.4,22.4,15.8,8.4,5.3,4.2,23.4,20.4,103.3,2,2003-04,1610612758200304
1610612751,New Jersey Nets,82,47,35,0.573,52.7,37.6,85.2,0.441,5.0,15.0,0.336,18.7,24.8,0.753,11.5,33.1,44.6,26.9,16.2,9.5,4.3,5.0,23.0,0.1,99.0,2.7,10,New Jersey Nets,36.0,84.3,0.427,5.6,16.0,0.35,18.6,24.5,0.761,11.7,33.1,44.7,21.8,17.7,8.8,5.0,4.3,23.3,23.0,96.3,2,2003-04,1610612751200304
1610612748,Miami Heat,82,42,40,0.512,53.7,37.1,87.2,0.425,6.6,18.4,0.357,19.8,26.0,0.762,12.8,33.4,46.2,21.3,15.4,8.0,4.3,6.0,24.6,0.1,100.6,0.6,10,Miami Heat,36.1,84.3,0.428,5.9,17.1,0.343,21.9,28.5,0.768,12.1,33.8,45.9,20.7,16.4,7.9,6.0,4.3,23.5,24.6,100.0,2,2003-04,1610612748200304
1610612763,Memphis Grizzlies,82,50,32,0.61,51.8,38.6,86.8,0.445,5.8,17.1,0.34,20.3,27.9,0.727,13.7,31.0,44.7,25.0,16.0,10.4,7.4,6.0,24.8,0.1,103.4,2.6,10,Memphis Grizzlies,37.3,85.4,0.436,4.8,14.2,0.338,21.4,28.0,0.764,14.3,32.7,47.0,21.8,18.2,8.8,6.0,7.4,24.7,24.8,100.8,1,2003-04,1610612763200304
1610612752,New York Knicks,82,39,43,0.476,52.6,38.1,86.1,0.442,5.4,14.7,0.364,18.2,22.9,0.793,12.6,33.6,46.2,22.4,17.0,8.0,5.2,5.1,25.1,0.0,99.7,-1.6,10,New York Knicks,36.8,85.8,0.429,5.5,16.2,0.338,22.2,29.1,0.763,12.6,32.3,44.9,22.2,15.0,8.9,5.1,5.2,21.2,25.1,101.3,1,2003-04,1610612752200304
1610612740,New Orleans Hornets,82,41,41,0.5,53.0,37.1,88.3,0.42,7.1,22.3,0.319,19.4,25.9,0.751,14.6,32.3,46.9,23.0,16.4,9.5,4.6,5.7,22.9,0.1,100.7,-0.1,10,New Orleans Hornets,38.0,86.2,0.441,6.0,17.4,0.342,18.8,25.1,0.75,13.0,33.1,46.1,23.9,17.1,8.2,5.7,4.6,23.2,22.9,100.9,1,2003-04,1610612740200304
1610612738,Boston Celtics,82,36,46,0.439,50.8,36.7,82.7,0.443,7.1,20.6,0.346,20.3,27.0,0.75,11.0,31.5,42.4,21.7,17.2,9.9,4.3,5.3,23.7,0.0,100.7,-1.5,10,Boston Celtics,37.3,85.4,0.437,7.2,19.8,0.362,20.5,27.8,0.736,13.8,32.5,46.3,24.3,18.1,9.3,5.3,4.3,23.4,23.7,102.2,1,2003-04,1610612738200304
1610612749,Milwaukee Bucks,82,41,41,0.5,51.5,38.7,86.6,0.447,5.2,14.9,0.35,22.1,28.5,0.775,12.5,32.6,45.1,24.4,14.4,7.2,5.0,5.3,21.7,0.0,104.6,1.1,10,Milwaukee Bucks,39.5,87.5,0.452,5.9,16.9,0.352,18.6,25.1,0.739,12.8,32.8,45.6,24.3,15.2,8.0,5.3,5.0,24.4,21.7,103.5,1,2003-04,1610612749200304
1610612745,Houston Rockets,82,45,37,0.549,54.0,37.1,83.9,0.442,7.0,19.0,0.366,18.6,24.0,0.773,11.5,35.8,47.3,21.4,18.6,7.6,6.0,4.9,23.9,0.0,99.7,1.9,10,Houston Rockets,35.7,86.7,0.412,6.2,16.6,0.372,20.2,27.4,0.737,12.3,31.8,44.1,22.9,14.9,9.6,4.9,6.0,23.0,23.9,97.8,1,2003-04,1610612745200304
1610612743,Denver Nuggets,82,43,39,0.524,50.7,38.4,86.9,0.443,4.3,12.7,0.336,21.3,27.7,0.767,13.9,30.7,44.6,23.0,16.4,9.6,6.7,6.2,23.2,0.1,102.4,1.1,10,Denver Nuggets,38.8,85.6,0.453,4.8,13.6,0.356,18.9,25.9,0.728,13.6,31.7,45.2,24.8,18.0,8.5,6.2,6.7,24.3,23.2,101.3,1,2003-04,1610612743200304
1610612756,Phoenix Suns,82,29,53,0.354,51.3,38.4,86.6,0.443,5.4,15.6,0.345,18.1,24.2,0.746,12.0,31.3,43.3,20.6,16.2,9.5,5.0,5.6,24.2,0.0,100.3,-4.0,10,Phoenix Suns,38.6,86.6,0.446,6.2,17.8,0.349,20.8,27.2,0.765,13.5,33.1,46.6,22.9,16.9,8.4,5.6,5.0,20.6,24.2,104.3,0,2003-04,1610612756200304
1610612760,Seattle SuperSonics,82,37,45,0.451,52.5,39.0,87.4,0.446,9.6,25.7,0.373,18.1,23.6,0.765,12.0,30.7,42.8,23.6,15.8,8.8,5.1,5.1,23.7,0.1,105.6,-0.7,10,Seattle SuperSonics,39.5,87.8,0.45,6.4,18.5,0.349,20.8,26.9,0.774,14.2,32.2,46.4,22.9,16.1,8.3,5.1,5.1,22.0,23.7,106.3,0,2003-04,1610612760200304
1610612762,Utah Jazz,82,42,40,0.512,54.4,37.0,84.9,0.436,3.5,10.8,0.321,22.5,30.2,0.746,15.2,31.2,46.4,23.0,18.8,8.0,6.8,7.3,28.8,0.1,100.0,-1.4,10,Utah Jazz,34.9,80.9,0.432,5.7,16.6,0.343,25.8,33.4,0.771,11.9,29.3,41.2,21.0,17.4,9.2,7.3,6.8,27.5,28.8,101.4,0,2003-04,1610612762200304
1610612757,Portland Trail Blazers,82,41,41,0.5,54.8,39.8,88.7,0.448,5.2,15.1,0.346,17.3,23.7,0.731,14.3,32.6,46.9,24.3,16.6,8.4,6.1,5.4,21.3,0.1,102.1,-1.4,10,Portland Trail Blazers,40.5,90.1,0.45,5.7,16.8,0.341,16.7,22.2,0.753,13.9,31.4,45.4,26.2,15.4,9.0,5.4,6.1,21.0,21.3,103.5,0,2003-04,1610612757200304
1610612737,Atlanta Hawks,82,28,54,0.341,51.8,36.8,85.0,0.433,5.5,16.3,0.335,20.0,25.7,0.776,13.0,32.6,45.6,21.5,17.6,8.2,5.3,5.4,23.8,0.0,99.1,-5.0,10,Atlanta Hawks,38.6,87.8,0.44,6.3,17.5,0.358,20.5,27.0,0.76,13.6,32.4,46.0,23.5,15.0,9.5,5.4,5.3,22.1,23.8,104.1,0,2003-04,1610612737200304
1610612755,Philadelphia 76ers,82,33,49,0.402,53.8,36.3,84.8,0.428,4.6,13.4,0.342,20.5,27.2,0.753,12.8,32.6,45.4,22.2,17.7,8.9,4.9,6.3,23.1,0.0,97.8,-2.8,10,Philadelphia 76ers,37.3,86.3,0.432,6.0,18.0,0.333,20.0,26.9,0.744,13.5,32.5,46.0,23.7,16.9,9.2,6.3,4.9,23.8,23.1,100.5,0,2003-04,1610612755200304
1610612744,Golden State Warriors,82,37,45,0.451,52.7,38.2,86.4,0.442,5.7,17.0,0.334,19.5,26.9,0.725,13.3,33.6,46.9,22.3,16.1,7.6,5.2,5.5,22.4,0.0,101.5,-0.8,10,Golden State Warriors,39.1,88.0,0.445,5.5,14.7,0.374,18.6,24.9,0.746,13.0,33.6,46.6,23.4,15.2,8.8,5.5,5.2,23.9,22.4,102.3,0,2003-04,1610612744200304
1610612739,Cleveland Cavaliers,82,35,47,0.427,52.4,38.6,89.1,0.433,3.3,10.4,0.314,20.2,26.8,0.753,14.8,34.6,49.3,23.9,16.0,7.7,7.1,5.7,23.0,0.0,100.6,-2.8,10,Cleveland Cavaliers,39.0,89.2,0.437,5.7,15.3,0.371,19.7,26.3,0.749,12.8,32.7,45.5,23.5,14.1,8.4,5.7,7.1,21.9,23.0,103.4,0,2003-04,1610612739200304
1610612741,Chicago Bulls,82,23,59,0.28,51.5,36.4,87.8,0.414,5.6,16.3,0.342,17.3,23.8,0.725,13.6,32.7,46.4,23.3,17.2,8.6,5.1,5.8,24.8,0.0,95.6,-6.8,10,Chicago Bulls,37.5,85.9,0.436,5.7,16.1,0.355,21.7,29.1,0.748,13.1,34.9,48.0,24.6,16.2,9.0,5.8,5.1,21.9,24.8,102.4,0,2003-04,1610612741200304
1610612764,Washington Wizards,82,25,57,0.305,51.2,35.6,84.6,0.421,5.6,16.4,0.342,20.4,28.5,0.714,14.4,30.9,45.2,19.8,18.6,9.5,5.2,5.8,22.1,0.0,97.2,-5.9,10,Washington Wizards,39.5,87.0,0.454,5.5,16.0,0.342,18.6,24.2,0.771,13.5,32.5,46.0,25.4,17.0,10.1,5.8,5.2,23.0,22.1,103.1,0,2003-04,1610612764200304
1610612759,San Antonio Spurs,82,59,23,0.72,53.3,39.3,86.8,0.453,6.8,18.8,0.363,20.6,28.5,0.724,13.3,33.5,46.8,23.8,15.1,8.2,7.3,5.7,23.1,0.1,106.1,8.6,10,San Antonio Spurs,36.5,85.5,0.426,4.3,11.8,0.367,20.2,26.3,0.768,12.0,32.3,44.3,18.6,16.7,8.0,5.7,7.3,25.4,23.1,97.5,5,2004-05,1610612759200405
1610612765,Detroit Pistons,82,54,28,0.659,54.2,38.7,87.2,0.444,4.9,14.3,0.345,21.6,29.2,0.739,14.3,34.0,48.4,24.3,15.4,7.8,6.7,5.0,22.2,0.0,103.9,4.3,10,Detroit Pistons,37.9,88.2,0.43,5.6,16.5,0.338,18.3,24.3,0.751,12.6,31.5,44.1,22.0,15.4,8.3,5.0,6.7,25.1,22.2,99.6,4,2004-05,1610612765200405
1610612756,Phoenix Suns,82,62,20,0.756,49.2,41.7,87.4,0.477,9.9,25.2,0.393,19.4,25.9,0.748,12.0,33.0,45.0,24.0,14.0,7.1,5.6,4.3,19.5,0.0,112.7,7.3,10,Phoenix Suns,41.4,93.2,0.445,6.1,18.4,0.335,16.4,22.1,0.744,15.3,31.7,47.1,21.7,14.1,7.8,4.3,5.6,21.8,19.5,105.4,3,2004-05,1610612756200405
1610612748,Miami Heat,82,59,23,0.72,52.3,40.5,83.3,0.486,6.2,16.5,0.377,21.7,32.2,0.672,11.6,34.5,46.1,23.4,14.7,6.9,6.2,3.5,23.7,0.0,108.9,7.0,10,Miami Heat,37.5,87.7,0.427,5.8,16.6,0.348,21.2,27.9,0.76,12.1,31.3,43.4,21.2,14.2,8.0,3.5,6.2,26.4,23.7,101.9,3,2004-05,1610612748200405
1610612764,Washington Wizards,82,45,37,0.549,50.6,37.9,86.9,0.437,6.6,19.2,0.343,23.0,31.7,0.725,14.5,30.4,44.9,20.0,15.0,9.2,4.4,5.3,23.1,0.0,105.4,-0.3,10,Washington Wizards,39.6,86.3,0.459,6.7,18.3,0.364,19.8,26.0,0.762,13.0,32.1,45.1,24.1,16.7,7.5,5.3,4.4,25.5,23.1,105.8,2,2004-05,1610612764200405
1610612760,Seattle SuperSonics,82,52,30,0.634,53.7,39.2,88.4,0.444,9.1,24.8,0.365,22.9,29.0,0.79,14.2,31.4,45.6,20.2,15.1,7.5,4.6,5.3,26.4,0.2,110.3,2.6,10,Seattle SuperSonics,39.9,86.8,0.459,6.4,17.9,0.357,21.6,28.9,0.749,12.6,29.6,42.2,23.1,14.8,6.9,5.3,4.6,26.5,26.4,107.8,2,2004-05,1610612760200405
1610612754,Indiana Pacers,82,44,38,0.537,54.2,36.3,83.9,0.432,7.4,21.4,0.344,23.8,30.0,0.792,11.8,32.9,44.7,20.3,16.0,8.4,4.9,5.4,25.7,0.1,103.7,0.8,10,Indiana Pacers,37.7,85.5,0.44,5.3,14.6,0.365,22.3,30.0,0.743,13.2,32.9,46.1,20.9,15.5,7.5,5.4,4.9,25.6,25.7,102.9,2,2004-05,1610612754200405
1610612742,Dallas Mavericks,82,58,24,0.707,50.9,39.5,86.3,0.457,6.0,16.4,0.364,23.6,29.9,0.789,12.8,32.6,45.4,20.8,14.2,9.1,5.9,5.1,23.6,0.0,108.5,6.1,10,Dallas Mavericks,38.0,86.6,0.438,5.8,17.6,0.33,20.7,27.4,0.754,13.8,31.8,45.7,22.1,16.5,7.5,5.1,5.9,24.5,23.6,102.4,2,2004-05,1610612742200405
1610612745,Houston Rockets,82,51,31,0.622,53.2,38.1,86.0,0.443,7.4,20.4,0.364,20.8,26.6,0.781,11.7,34.8,46.5,23.2,15.2,7.5,5.1,4.5,24.2,0.0,104.4,4.4,10,Houston Rockets,36.4,86.0,0.423,6.1,18.0,0.338,21.0,28.3,0.742,11.9,32.7,44.7,22.7,14.6,8.1,4.5,5.1,23.7,24.2,100.0,1,2004-05,1610612745200405
1610612758,Sacramento Kings,82,50,32,0.61,50.8,41.0,89.2,0.459,6.7,17.9,0.374,20.2,25.6,0.787,13.1,31.4,44.5,25.6,13.7,8.6,4.0,4.7,21.6,0.0,108.8,2.3,10,Sacramento Kings,40.7,88.8,0.459,6.0,16.9,0.357,19.0,25.7,0.738,14.1,32.4,46.5,22.6,15.4,8.0,4.7,4.0,22.5,21.6,106.5,1,2004-05,1610612758200405
1610612763,Memphis Grizzlies,82,45,37,0.549,53.6,38.1,85.3,0.447,7.2,20.2,0.357,20.7,27.5,0.754,12.1,31.4,43.4,23.3,16.3,9.5,6.5,6.5,26.0,0.0,104.2,2.6,10,Memphis Grizzlies,36.5,84.5,0.432,5.8,16.5,0.351,22.8,29.6,0.771,13.5,32.5,46.0,22.2,17.7,8.3,6.5,6.5,25.2,26.0,101.6,1,2004-05,1610612763200405
1610612741,Chicago Bulls,82,47,35,0.573,51.5,37.0,85.5,0.432,6.6,18.6,0.357,19.9,26.6,0.75,13.0,33.6,46.6,22.6,17.8,7.5,4.8,5.6,26.3,0.1,100.5,1.1,10,Chicago Bulls,35.9,85.0,0.422,5.4,16.2,0.334,22.3,29.9,0.744,12.7,32.7,45.5,22.3,16.5,8.9,5.6,4.8,24.8,26.3,99.4,1,2004-05,1610612741200405
1610612738,Boston Celtics,82,45,37,0.549,50.7,38.9,83.1,0.468,5.6,16.0,0.349,22.6,29.6,0.764,11.6,31.1,42.7,23.1,16.5,8.5,5.4,5.1,25.5,0.0,105.9,0.9,10,Boston Celtics,37.8,85.0,0.444,6.2,17.5,0.356,23.3,30.9,0.753,13.3,31.0,44.2,23.7,16.3,9.1,5.1,5.4,24.7,25.5,105.0,1,2004-05,1610612738200405
1610612751,New Jersey Nets,82,42,40,0.512,53.1,36.7,85.6,0.429,5.8,16.0,0.362,20.7,27.2,0.763,11.4,31.8,43.2,23.6,15.5,8.7,4.1,5.4,26.5,0.0,99.9,-1.6,10,New Jersey Nets,36.1,82.2,0.439,6.5,17.6,0.368,22.9,30.7,0.744,11.7,33.4,45.0,22.2,17.1,8.0,5.4,4.1,25.1,26.5,101.6,1,2004-05,1610612751200405
1610612753,Orlando Magic,82,36,46,0.439,49.9,38.4,84.6,0.454,4.1,11.6,0.349,22.5,29.6,0.759,13.2,32.2,45.4,20.1,16.8,8.0,5.6,4.5,24.5,0.0,103.4,-2.3,10,Orlando Magic,39.0,86.5,0.451,5.6,16.4,0.343,22.0,29.2,0.754,13.0,30.8,43.7,22.1,15.1,8.8,4.5,5.6,24.3,24.5,105.7,0,2004-05,1610612753200405
1610612761,Toronto Raptors,82,33,49,0.402,51.0,38.0,85.8,0.444,8.3,21.7,0.385,20.9,27.1,0.774,10.9,31.5,42.4,21.5,14.0,8.0,4.1,4.6,24.2,0.0,105.4,-1.7,10,Toronto Raptors,40.4,86.4,0.467,5.6,15.7,0.356,20.7,27.9,0.744,12.8,35.0,47.8,23.4,15.2,6.5,4.6,4.1,23.1,24.2,107.1,0,2004-05,1610612761200405
1610612762,Utah Jazz,82,26,56,0.317,53.4,38.2,85.0,0.449,3.4,10.3,0.328,23.2,30.7,0.757,14.1,30.3,44.4,24.6,17.4,7.3,5.0,6.4,29.5,0.0,102.9,-4.7,10,Utah Jazz,36.9,80.5,0.458,6.6,17.5,0.375,27.4,35.8,0.764,11.6,30.1,41.7,21.5,16.0,8.7,6.4,5.0,27.8,29.5,107.6,0,2004-05,1610612762200405
1610612737,Atlanta Hawks,82,13,69,0.159,51.6,38.2,86.7,0.441,4.0,12.6,0.312,18.4,25.9,0.711,14.3,30.3,44.6,21.0,17.1,8.2,4.5,6.3,26.1,0.0,98.8,-10.3,10,Atlanta Hawks,39.6,83.0,0.476,6.1,16.0,0.379,24.0,31.1,0.77,11.7,32.3,44.0,23.4,15.7,9.3,6.3,4.5,23.1,26.1,109.2,0,2004-05,1610612737200405
1610612752,New York Knicks,82,33,49,0.402,52.1,39.0,86.4,0.451,5.8,16.2,0.356,20.7,27.0,0.767,12.6,31.3,44.0,21.8,15.8,8.2,3.4,5.1,25.4,0.1,104.5,-2.6,10,New York Knicks,39.3,84.5,0.465,6.1,16.7,0.364,22.4,29.7,0.756,12.7,32.1,44.8,22.2,15.7,7.9,5.1,3.4,22.7,25.4,107.1,0,2004-05,1610612752200405
1610612740,New Orleans Hornets,82,18,64,0.22,54.0,36.8,88.8,0.415,5.6,17.8,0.315,19.0,24.8,0.766,13.8,30.9,44.7,23.4,16.5,7.5,4.2,6.1,25.5,0.1,98.2,-7.9,10,New Orleans Hornets,38.6,85.3,0.452,6.7,18.2,0.367,22.3,28.7,0.775,12.8,33.7,46.5,23.6,15.8,8.6,6.1,4.2,23.4,25.5,106.1,0,2004-05,1610612740200405
1610612750,Minnesota Timberwolves,82,44,38,0.537,53.1,40.9,89.1,0.459,5.3,15.4,0.345,19.5,24.5,0.796,12.7,34.7,47.4,25.8,14.5,6.2,6.0,4.3,23.8,0.0,106.6,1.6,10,Minnesota Timberwolves,39.9,91.1,0.438,6.3,17.4,0.363,19.0,25.3,0.752,13.9,31.7,45.6,24.0,12.9,7.3,4.3,6.0,21.9,23.8,105.0,0,2004-05,1610612750200405
1610612746,Los Angeles Clippers,82,37,45,0.451,53.0,38.7,84.2,0.459,3.1,8.8,0.345,23.4,30.1,0.778,13.0,32.5,45.4,25.1,17.1,7.9,5.6,5.2,24.0,0.0,103.8,-0.8,10,Los Angeles Clippers,38.8,87.5,0.444,6.4,17.4,0.368,20.6,27.0,0.762,13.0,29.8,42.8,22.9,14.8,8.4,5.2,5.6,25.6,24.0,104.6,0,2004-05,1610612746200405
1610612739,Cleveland Cavaliers,82,42,40,0.512,52.8,39.8,89.0,0.447,4.0,12.0,0.332,21.7,28.9,0.752,14.9,31.3,46.2,24.6,15.2,8.7,6.1,5.6,24.6,0.1,105.3,0.9,10,Cleveland Cavaliers,38.8,85.7,0.452,5.6,14.9,0.376,21.3,28.4,0.75,12.5,30.9,43.4,23.1,16.1,7.3,5.6,6.1,23.5,24.6,104.4,0,2004-05,1610612739200405
1610612766,Charlotte Bobcats,82,18,64,0.22,51.3,38.2,88.6,0.432,4.1,11.4,0.363,19.2,27.1,0.709,14.0,30.2,44.1,23.2,15.4,9.0,5.7,5.8,24.5,0.1,99.8,-6.3,10,Charlotte Bobcats,38.9,84.0,0.463,5.7,15.8,0.361,22.6,29.4,0.767,12.4,33.4,45.8,22.8,16.8,8.1,5.8,5.7,24.0,24.5,106.2,0,2004-05,1610612766200405
1610612749,Milwaukee Bucks,82,30,52,0.366,52.2,39.1,86.8,0.45,4.3,12.2,0.351,22.7,29.4,0.772,13.0,31.7,44.7,22.7,14.9,7.0,3.8,4.9,23.7,0.1,105.1,-3.2,10,Milwaukee Bucks,40.8,88.1,0.464,6.1,17.8,0.343,20.6,26.7,0.771,12.3,31.8,44.1,25.8,14.1,8.1,4.9,3.8,25.8,23.7,108.4,0,2004-05,1610612749200405
1610612748,Miami Heat,82,52,30,0.634,51.8,39.9,83.4,0.478,6.5,18.9,0.345,21.2,30.3,0.7,11.3,35.1,46.4,22.2,15.6,6.8,5.8,3.9,24.5,25.4,107.5,4.2,10,Miami Heat,37.7,85.7,0.44,6.4,17.8,0.361,21.5,29.2,0.739,10.8,30.9,41.8,20.9,13.9,7.3,3.9,5.8,25.4,24.5,103.3,5,2005-06,1610612748200506
